seed,symbol,days,survival,max_dd_pct,final_pnl,trades,avg_slippage_bps,regime_flips,breach_reason
1829650541,TLT,252,True,3.88,2023.49,1,23.5,1,
1260753840,TLT,252,True,5.47,-2452.22,1,25.1,1,
1861130607,TLT,252,True,7.95,-238.25,1,24.0,1,
205875354,TLT,252,True,6.00,-1976.28,1,24.9,1,
2041228422,TLT,252,True,7.21,507.43,1,23.1,1,
1336509192,TLT,252,True,5.51,-1541.64,1,24.3,1,
101109714,TLT,252,True,5.20,10899.71,1,23.2,1,
675183099,TLT,252,True,6.35,9167.68,1,25.2,1,
1641558055,TLT,252,True,4.62,6524.76,1,24.5,1,
553171964,TLT,252,True,3.31,4965.55,1,23.6,1,
421685443,TLT,252,True,4.08,-2994.40,1,24.3,1,
611053826,TLT,252,True,5.93,1286.32,1,23.4,1,
1078427047,TLT,252,True,6.50,-690.78,1,23.2,1,
1910854975,TLT,252,True,3.98,-386.98,1,22.7,1,
1570561377,TLT,252,True,5.17,8360.17,1,24.0,1,
475453367,TLT,252,True,4.63,6914.47,1,24.0,1,
1290368871,TLT,252,True,11.22,-8608.89,1,23.7,1,
1820793711,TLT,252,True,4.98,1889.24,1,23.5,1,
170791222,TLT,252,True,3.21,1955.43,1,23.4,1,
1416906022,TLT,252,True,6.08,1053.17,1,23.5,1,
98816131,TLT,252,True,7.97,-2668.99,1,23.7,1,
1314787652,TLT,252,True,6.53,-3270.15,1,24.3,1,
432186058,TLT,252,True,3.41,2757.65,1,24.5,1,
128876616,TLT,252,True,3.38,-1876.00,1,24.4,1,
1988045853,TLT,252,True,3.37,-2143.52,1,23.7,1,
1226708379,TLT,252,True,8.26,-6129.22,1,24.4,1,
1011483397,TLT,252,True,3.26,16315.36,1,24.7,1,
1559761362,TLT,252,True,3.18,-933.53,1,23.8,1,
1537295863,TLT,252,True,2.44,7368.73,1,24.9,1,
499371535,TLT,252,True,4.13,-2235.31,1,23.7,1,
923365558,TLT,252,True,7.64,892.95,1,23.6,1,
1750117162,TLT,252,True,7.50,-4540.38,1,23.7,1,
990624089,TLT,252,True,10.38,-8964.68,1,24.6,1,
2116868902,TLT,252,True,3.62,3301.88,1,23.6,1,
808920406,TLT,252,True,6.40,755.82,1,23.7,1,
77025252,TLT,252,True,5.30,3900.13,1,24.9,1,
1204081652,TLT,252,True,8.50,6921.12,1,23.3,1,
32382980,TLT,252,True,5.97,1324.76,1,24.3,1,
548888593,TLT,252,True,5.16,-1635.68,1,24.2,1,
577437079,TLT,252,True,7.45,7358.30,1,23.6,1,
1740986345,TLT,252,True,5.89,609.75,1,23.4,1,
1078840969,TLT,252,True,2.15,2422.73,1,24.7,1,
106650308,TLT,252,True,4.07,3212.07,1,24.2,1,
1479392483,TLT,252,True,7.98,2565.12,1,24.3,1,
1590560001,TLT,252,True,3.76,3122.69,1,23.4,1,
414602083,TLT,252,True,7.75,-3974.42,1,23.5,1,
819864440,TLT,252,True,3.51,1409.68,1,23.3,1,
781715886,TLT,252,True,5.37,7527.47,1,23.6,1,
150503504,TLT,252,True,5.11,-2638.81,1,23.7,1,
49247701,TLT,252,True,6.39,-5277.63,1,22.9,1,
1743442537,TLT,252,True,5.18,1565.30,1,23.7,1,
474989103,TLT,252,True,5.13,10855.99,1,24.7,1,
137027351,TLT,252,True,6.85,1460.56,1,23.5,1,
1543619348,TLT,252,True,2.66,7455.41,1,23.0,1,
1868081532,TLT,252,True,5.09,-1864.11,1,24.3,1,
772674114,TLT,252,True,3.16,4254.60,1,24.5,1,
744934732,TLT,252,True,2.57,14272.73,1,24.0,1,
377285494,TLT,252,True,4.60,7329.75,1,23.9,1,
1608539942,TLT,252,True,5.57,2063.77,1,26.1,1,
268276639,TLT,252,True,9.77,-5868.47,1,24.7,1,
195257544,TLT,252,True,2.97,4021.44,1,23.9,1,
154266075,TLT,252,True,6.07,-2091.01,1,23.9,1,
352288565,TLT,252,True,4.06,3240.94,1,22.7,1,
1417429505,TLT,252,True,8.21,8244.56,1,24.0,1,
1428911700,TLT,252,True,6.45,7724.70,1,24.5,1,
561264686,TLT,252,True,7.28,-4570.31,1,23.5,1,
1295824088,TLT,252,True,3.32,6250.84,1,23.8,1,
1856625083,TLT,252,True,4.52,165.70,1,24.1,1,
880643460,TLT,252,True,6.14,-621.25,1,24.1,1,
1230850591,TLT,252,True,3.33,-917.36,1,23.9,1,
1705335012,TLT,252,True,2.71,3200.27,1,24.3,1,
1598130249,TLT,252,True,4.79,1342.52,1,24.3,1,
1406723836,TLT,252,True,2.70,10479.74,1,24.1,1,
1415057102,TLT,252,True,3.49,2943.47,1,24.5,1,
1826056073,TLT,252,True,4.65,13558.63,1,23.5,1,
1382610146,TLT,252,True,4.36,12620.77,1,23.5,1,
1569224436,TLT,252,True,8.20,-1884.78,1,23.5,1,
836716432,TLT,252,True,5.71,1743.97,1,23.5,1,
419298662,TLT,252,True,4.52,-998.45,1,23.7,1,
1411508493,TLT,252,True,5.61,-3712.26,1,23.8,1,
1804908237,TLT,252,True,3.56,3723.29,1,23.5,1,
714399996,TLT,252,True,4.62,4272.18,1,24.0,1,
1635308590,TLT,252,True,4.98,386.30,1,23.3,1,
608423823,TLT,252,True,7.11,-2897.46,1,25.0,1,
1041555807,TLT,252,True,4.84,2447.55,1,24.7,1,
374984526,TLT,252,True,10.11,-4569.02,1,23.8,1,
1686808508,TLT,252,True,4.91,3498.30,1,22.5,1,
1919159578,TLT,252,True,3.66,2401.34,1,22.8,1,
1966854570,TLT,252,True,4.56,13500.72,1,24.5,1,
